task,seq_idx,action_shuffle_ratio,u_r_norm,u_f_norm,u_s_norm,rollout_psnr_gain_db
cartpole-balance-sparse,35,0.9945311249621307,9.098780042302899,2.4435361249448833,2.365302296851258,-14.519058176450386
cartpole-balance-sparse,36,0.9998706461113037,6.467796715977082,1.7551346997579023,1.6890303022026794,-10.173230078024872
cartpole-balance-sparse,37,0.9996319522155312,7.447214314485937,2.1223595040982626,1.9706268967397966,-10.64079834009798
cartpole-balance-sparse,38,0.9999618511978724,5.054830895711875,1.304810634761728,1.2755265056336331,-11.349971051799756
cartpole-balance-sparse,39,1.004171684695251,6.628875604142173,1.7119522481991551,1.5160674943883585,-12.70081950242654
cartpole-balance-sparse,40,1.0000692479214082,4.619210910668334,1.3067033832579023,1.1566256488672202,-14.29177677499235
cartpole-balance-sparse,41,0.9858908209328466,5.606831067389227,1.465540861418413,1.3607277220665914,-10.498078572851732
cartpole-balance-sparse,42,1.0,5.995037398755868,1.6636874206963337,1.6186235773311501,-10.60911308250028
cartpole-balance-sparse,43,1.0001083469830605,7.49533625273316,1.9709145156271426,1.819274941845013,-10.2409178348585
cartpole-balance-sparse,44,1.0186531681582303,5.845507661089517,1.6347825254368569,1.510940556652138,-10.231008140594511
cartpole-balance-sparse,45,1.0015833521040893,6.000922064369111,1.6568180122231018,1.6155884337508022,-25.98247506965636
cartpole-balance-sparse,46,1.0173344742597703,5.705433832538092,1.5896848631420692,1.4354095789645602,-17.6092424457094
cartpole-balance-sparse,47,0.995088848041232,8.673218966892646,2.2726012909504307,1.9747425289935623,-7.011188377088736
cartpole-swingup,0,2.8676844915115036,10.569346397852394,2.728408227755805,2.859359657654482,-14.541719147453556
cartpole-swingup,1,0.9871537215928662,2.891049349750407,0.6354758927011585,0.6959189976212299,-1.880699534545883
cartpole-swingup,2,1.0009301427964692,7.2448632498836725,2.001953453338802,1.8175416360510828,-12.2397026112941
cartpole-swingup,3,0.9981039561498095,3.797070161912105,0.9063489867997059,0.750769709029308,-6.983499838104507
cartpole-swingup,4,1.0294316575992002,1.6011510717313173,0.4864439886826659,0.47911419370389924,-3.4446191630144227
cartpole-swingup,5,1.001313700159831,2.7083104436056007,0.6107337611923589,0.6137345180988262,-0.6502934439329806
cartpole-swingup,6,1.3544473243618338,0.5135338502277924,0.18435107183466412,0.24504917364031067,7.4246045677433585
cartpole-swingup,7,1.0450558001811807,9.052553316664214,2.380937821738491,2.288711759082218,-21.222899535414584
cartpole-swingup,8,1.0006296304433546,3.169810380661431,0.7266614990428697,0.6926156347246492,-0.47150467495728776
cartpole-swingup,9,0.9927951576526973,10.04913506322983,2.6490729436617624,2.298966113549336,-19.39164615110468
cartpole-swingup,10,1.0070685171822846,10.693162119127871,2.676281736783367,2.8032786612025786,-15.094876234755084
cartpole-swingup,11,4.598320540279889,5.950320588651563,1.360247877188988,1.2956445479558907,-9.039776032954464
cartpole-swingup,12,1.0047985347299344,8.27584585145441,2.2151395285215654,1.9962335838117848,-13.586305848726141
cartpole-swingup,13,1.0478885703012983,0.4784276709241277,0.1587911290497879,0.17696804870125402,1.7501275271068941
cartpole-swingup,14,1.0021674196117176,8.067399135689417,1.9029397711190417,1.7926630526736604,-14.114466437717567
cartpole-swingup,15,0.9967956908162479,3.160477623279955,0.7256242831072923,0.7378962920332997,-4.28472568142805
cartpole-swingup,16,0.9985250119199668,11.147988015223753,3.031446235198049,3.1816648212275593,-24.401715227045933
cartpole-swingup,17,1.2035962249609584,0.5950364525761204,0.20784460668994517,0.24847957233241033,6.816400099247534
cartpole-swingup,18,2.3221659146640734,8.469504353882519,2.1992088572501505,2.0775396467391696,-11.410341841508313
cartpole-swingup,19,0.9939394245281808,7.569362637524757,2.0878594958771237,2.1380767885614937,-13.341336203575452
cartpole-swingup,20,0.9951233741830842,3.535328549829429,0.8177855892380463,0.7145281879146079,-3.977715521837652
cartpole-swingup,21,0.9882916313672109,9.807545609221206,2.6538516641864596,2.9497784578162722,-15.057275015979812
cartpole-swingup,22,0.9893469394600767,2.945306259080534,0.6451228812983503,0.6750553423138294,0.4914327355583481
cartpole-swingup,23,0.9975497380052677,12.07272326883697,2.8132160149954397,2.8236966330655404,-24.28711158006285
cartpole-swingup,24,1.0059551118590173,3.178617376083858,0.7181368590665296,0.7258191027235974,-3.528374041885627
cartpole-swingup,25,0.9965206736512802,10.728435974459547,2.9253790182938246,2.690237053231279,-21.17173481047653
cartpole-swingup,26,1.2875079958837283,0.48985184042662755,0.18643134479325194,0.2298877610287093,4.237531802762206
cartpole-swingup,27,0.9991596659432935,9.826278149945185,2.6400554514583776,2.4728242604244013,-15.115404984994974
cartpole-swingup,28,14.585462810149188,8.568903800434216,2.3719579576602037,2.067918575459104,-8.726907807413326
cartpole-swingup,29,0.9955283973216094,10.510379496039132,2.8734386194036245,2.741642071922915,-14.55745385921741
cartpole-swingup,30,5.272131210992307,5.029328671787213,1.3701364465781987,1.4029034021984566,-8.362493411878582
cartpole-swingup,31,0.9930518574981383,2.8100598253024716,0.6266779277126856,0.5749458131845028,2.710210898833658
cartpole-swingup,32,1.0305426605499364,11.160520666916803,2.8426968393266705,2.682753468836327,-14.451019787022744
cartpole-swingup,33,1.2427613752644777,0.6480413671083366,0.20740617360166327,0.23048305135905173,2.240111483489777
cartpole-swingup,34,0.9960633261846148,5.230354384608309,1.2471589423613096,1.1454613877605233,-8.202106737730304
cartpole-swingup,35,3.828342955898801,0.9090638525924775,0.3224238574081888,0.3670878271206371,8.337519333859277
cartpole-swingup,36,0.9980789060898364,7.109314868376377,1.8326363623745454,1.741134466697616,-14.1957795925154
cartpole-swingup,37,0.9946113129377269,6.5640377765465105,1.8703446958809506,1.8748717725557653,-10.895086352750909
cartpole-swingup,38,1.20921760479911,0.402252181974344,0.15625442387182664,0.20498216682830003,4.165493832984229
cartpole-swingup,39,0.9858937852616122,10.373746475106636,2.5434304901979243,2.300060594160905,-8.765058738515833
cartpole-swingup,40,1.0069992355408548,6.269189846440787,1.710927940380233,1.5217925573735163,-12.875920469972876
cartpole-swingup,41,1.0125233811100087,10.859263186476477,2.778868582234438,2.605998053165538,-10.260966274480865
cartpole-swingup,42,1.0,6.136074321115441,1.7291781355199927,1.5921044689557635,-6.5816568454569335
cartpole-swingup,43,1.029333260772401,7.6162661179301585,2.034893441345754,1.8644164614527061,-16.254618759819913
cartpole-swingup,44,2.7697973396156677,0.4457399601729228,0.17036905714861214,0.21862344957710134,9.961115704820902
cartpole-swingup,45,1.0631028327230174,1.597675687240512,0.3918024772940555,0.5248465939392419,2.350246517606436
cartpole-swingup,46,0.9991878885769976,5.892454696178727,1.314994633046636,1.2507525640833037,-8.238016492530441
cartpole-swingup,47,0.9769922606240334,6.358412565923708,1.7309856767482716,1.5860979407551845,-9.786384641241924
cartpole-swingup-sparse,0,1.0119540068358204,0.535477198037587,0.13842854738980157,0.12264081134161055,-0.1702666782965423
cartpole-swingup-sparse,1,1.9360591303430879,0.9526632536163739,0.25317065532466876,0.3040489959195377,4.733459262848136
cartpole-swingup-sparse,2,0.9574668673686972,2.5568889002928876,0.597241826929404,0.6554276093894872,-2.385571263274393
cartpole-swingup-sparse,3,0.9879496864831425,0.6673466729014845,0.15903458661434577,0.1634336546561787,-0.03390757365988861
cartpole-swingup-sparse,4,1.010956640106837,1.16801107856597,0.3947142586264837,0.40332560784618027,7.588663479285582
cartpole-swingup-sparse,5,1.00825492501131,1.100048386821234,0.26925026113766426,0.26460846925458115,-2.303801535274296
cartpole-swingup-sparse,6,0.9910244801766444,0.8652508555358535,0.22987775155012932,0.27036480274675007,5.193737874726441
cartpole-swingup-sparse,7,1.0,1.9534759690717631,0.578115004341049,0.647646847428819,1.2033992518893655
cartpole-swingup-sparse,8,0.9857534305916718,0.7938535984846997,0.24977268629559826,0.29441281131101604,6.4553423173164255
cartpole-swingup-sparse,9,1.019788393278734,1.377586673919036,0.39138423865146466,0.40258546171115617,4.439653917836296
cartpole-swingup-sparse,10,0.9836277640210918,2.4502326264448557,0.744676930441244,0.7880676728704197,2.7280431441338706
cartpole-swingup-sparse,11,1.0303319291680713,1.7470133189179982,0.3638419079098433,0.42135142082091737,-4.885391852979403
cartpole-swingup-sparse,12,1.017073035735239,1.0395243368614187,0.33499160381237125,0.3787428520623982,3.248486591741397
cartpole-swingup-sparse,13,0.9838962287166435,1.881486070308204,0.4283908847194554,0.48190207015369835,-0.13059360629353023
cartpole-swingup-sparse,14,1.0097897900363446,0.661797151560056,0.20675245866342434,0.2514036189689129,11.040833936986935
cartpole-swingup-sparse,15,1.2433600023195093,1.5013409344758524,0.5015671477178935,0.5321718693660236,3.3124676214376088
cartpole-swingup-sparse,16,0.9992588390414026,2.6344696062347204,0.652926189282291,0.6919178114033266,5.006603319500634
cartpole-swingup-sparse,17,1.032315819576435,1.7410427593908013,0.4690481184228677,0.4981178140107264,6.913281051693488
cartpole-swingup-sparse,18,0.9969962870467411,1.1673874004951903,0.3327116877141013,0.3157791015022824,2.9553515521790814
cartpole-swingup-sparse,19,0.9947841060267162,1.3049432056747672,0.3300796098042134,0.3624946404729269,6.398817977630316
cartpole-swingup-sparse,20,1.02298898151086,0.9297546484650088,0.256336436862999,0.2983905612341722,2.954483234857449
cartpole-swingup-sparse,21,1.0,1.787934560348342,0.47246918978361274,0.5195447665617611,-2.163081592051256
cartpole-swingup-sparse,22,0.9739794358386329,7.25010285323634,1.9451494028644134,2.377796097436009,-4.896343442733013
cartpole-swingup-sparse,23,1.00696068966746,1.0088188145046504,0.29734816515210943,0.33826852165422755,4.931310691718494
cartpole-swingup-sparse,24,1.0,1.5616653604850226,0.3877350409723145,0.4248008546639346,3.2095486401096665
cartpole-swingup-sparse,25,0.9518086077076606,1.3477413704028045,0.2872944918779237,0.35370898460439304,1.9858668208135057
cartpole-swingup-sparse,26,1.0020068552730255,2.2475186354697327,0.6180447531468946,0.7220315961242901,-3.142973738624054
cartpole-swingup-sparse,27,1.0729544048540756,1.6330685139196,0.41815245878413965,0.43945703591201607,6.158474977227975
cartpole-swingup-sparse,28,1.0016768236998124,1.189614000981828,0.34973468775457733,0.35957154059932384,3.624419573014663
cartpole-swingup-sparse,29,1.0,1.2234936447029017,0.34524914718257504,0.368125419058882,3.5060818314596105
cartpole-swingup-sparse,30,1.0176924502278213,1.8093597652060378,0.4682765246451022,0.589943128536977,1.214985169792694
cartpole-swingup-sparse,31,1.1151433356249634,2.739613583966907,0.68576818978965,0.8775952995886137,5.353496772279321
cartpole-swingup-sparse,32,1.008179064697951,1.2755449144247641,0.41660322437972125,0.47840612430962604,2.342802424540295
cartpole-swingup-sparse,33,1.076843313611961,2.7252250459416096,0.6371998730033736,0.6242516833720434,2.683058224586759
cartpole-swingup-sparse,34,1.030362800537358,1.6465700555105476,0.5291037329670241,0.579581681337317,1.8721537776125317
cartpole-swingup-sparse,35,1.0035069666662484,1.6876839221036104,0.4513291505689617,0.47672408611547706,7.156882239932862
cartpole-swingup-sparse,36,0.9941688872985486,2.833799611619957,0.6095919820368011,1.1017309679598903,0.26425556714501397
cartpole-swingup-sparse,37,0.9969101540668819,1.100856666208735,0.32815106866566923,0.3766125587422669,3.35403780826449
cartpole-swingup-sparse,38,1.0261537445725737,0.6714643821122879,0.1726571564632623,0.1660953862749267,-0.5480215353949376
cartpole-swingup-sparse,39,1.0140802837366034,0.8140872046558898,0.2380177932905806,0.2885824168460975,11.350948019315517
cartpole-swingup-sparse,40,1.0246372504106607,1.4631387170624979,0.33580169059644044,0.38681700395734864,6.318831971217108
cartpole-swingup-sparse,41,1.016426782760056,0.9707718228321534,0.2684195941706093,0.33628686743485053,9.003220952478582
cartpole-swingup-sparse,42,1.0,2.144729710485018,0.41716240381127967,0.4373527573339844,6.8387856926849295
cartpole-swingup-sparse,43,1.093777634073819,2.1564180813281513,0.6316736424267695,0.6456058892568144,-1.7169742142776308
cartpole-swingup-sparse,44,0.999505270082776,0.9226155757038474,0.2379350062004654,0.2819947284648036,14.111472779205613
cartpole-swingup-sparse,45,1.0134144098993694,0.5339383414785513,0.13519411144992646,0.1362001750610426,-0.5014147382159919
cartpole-swingup-sparse,46,0.9981219857725478,1.2275998534705208,0.3808415083659283,0.40013842337854205,2.3145757786089334
cartpole-swingup-sparse,47,1.0,2.009010874871406,0.5399324212717165,0.5808224463261645,3.8100867453619003
cup-catch,0,1.1341790069423014,1.3256147558181632,0.39078815889964463,0.4060813044027835,0.8130881758029034
cup-catch,1,1.064229812061558,1.786188353402738,0.47001117375923707,0.6012781706229476,3.815474344825418
cup-catch,2,1.4218669524401675,1.3042908121521046,0.40059842104922294,0.39447370312036917,-0.9774373658764688
cup-catch,3,1.0374178782769818,0.9696218616634428,0.2671630253577863,0.2896160820215923,3.9914922427040125
cup-catch,4,1.3491024484779717,1.6204571076036636,0.4433137790130843,0.4770377558307686,-0.0865481780125279
cup-catch,5,1.0,0.7211172398260635,0.20446954495582884,0.24419701293160004,0.08580393924597729
cup-catch,6,1.12363586731017,1.3748070118544289,0.41394395479126184,0.47652536335348117,4.448829976240532
cup-catch,7,1.2599568273269084,1.562707550429489,0.4516956460196252,0.5110397081338411,2.909295982894413
cup-catch,8,1.0141785937735972,1.610076042828339,0.4531645428638494,0.4573743875963599,-2.4113025450730987
cup-catch,9,1.4435819857802923,1.2791339754347013,0.38066102981259076,0.4413460992068809,-3.836000504417129
cup-catch,10,1.4124718607309321,1.3180343543347839,0.3686649858388293,0.3884017024504123,1.375790619024876
cup-catch,11,1.3017692221148753,1.1850966650342347,0.3506499581909264,0.36817723535265806,2.101633323168194
cup-catch,12,1.2759799422580156,1.861559932787128,0.5253064560720031,0.5321414346799971,1.680098970868812
cup-catch,13,1.328683116278576,1.3653365941991795,0.40170140914462876,0.47763994049843833,0.5827023690956565
cup-catch,14,1.2683247802782662,2.495742984673289,0.6960763286892205,0.8067567315335151,3.2289661468198716
cup-catch,15,1.0074683877267339,1.8752115678281014,0.47683435417610703,0.5377363716308257,-2.6408750438471174
cup-catch,16,1.0246283287286615,1.3207103138391465,0.3737967043179814,0.3877595236765755,-3.973033262211665
cup-catch,17,1.2820341980870797,2.5224055936014387,0.6448504006941475,0.6652123953399431,-0.4171037057308027
cup-catch,18,0.9901706722827802,1.779918191309608,0.4760268255727045,0.47883116524308494,3.9429387101322035
cup-catch,19,1.444300294918245,1.5455711574509723,0.4676372727401538,0.4858225404093907,0.07761992225548653
cup-catch,20,1.1667898772565013,1.4519520443799252,0.3794665061760359,0.44050506459316485,2.4995713339516854
cup-catch,21,1.0273942958869822,1.7210774369931252,0.4862772386020912,0.537499810932532,-1.724455208128937
cup-catch,22,1.2370885116819428,1.6491004140025212,0.45527625010543604,0.5029614911023544,-0.40944190101445344
cup-catch,23,1.1847991599330336,1.709715212873267,0.4245510388952289,0.5671380412614915,1.878993862421531
cup-catch,24,1.2149245609743484,1.6110099401751057,0.46294346066086284,0.4694874991291516,-8.658141635649912
cup-catch,25,1.6249149830418501,1.4177752725250488,0.3915460645989504,0.3991814633155969,4.2852315325677
cup-catch,26,1.0232906207012171,1.5331888985386035,0.4513459642930813,0.5018887197953827,1.5308312209494872
cup-catch,27,1.098257289384345,1.6072171514507196,0.40808035982162294,0.4569029829159802,-1.2783380783963807
cup-catch,28,2.386209372433601,1.2951197205370908,0.34382542730525717,0.3780856856947467,-0.5977091719044481
cup-catch,29,1.2010134488372526,1.4075489385251592,0.39940502482166357,0.5281314415337293,2.6439529493978213
cup-catch,30,1.2038492502401719,1.6334345627868645,0.4481503884072933,0.47696078294839217,-2.225374219897496
cup-catch,31,1.194520890684201,1.7772995334445072,0.4581470016237797,0.44904982982167446,-1.9560917727296498
cup-catch,32,1.103674212845931,1.9026418299448253,0.5578958473688539,0.6108106713614646,-0.07611544965278938
cup-catch,33,1.1869880029956796,1.4273704608947522,0.38688130563520895,0.43202595046122655,2.516171220756746
cup-catch,34,1.0398854605244932,1.8287890338551127,0.46764155364297977,0.497535716745512,-0.9431537040343514
cup-catch,35,1.137611254239301,1.9762826144191132,0.5404077943628944,0.6191794684134038,2.360301078762248
cup-catch,36,1.3705047924309117,2.0504258800127984,0.5643179102877921,0.5461056094166452,-0.6575566104140051
cup-catch,37,1.0083251303628424,1.642565256586736,0.47088172163456,0.600259192467412,4.05227933743074
cup-catch,38,1.1624771039853465,1.4552809851476043,0.4031292406376053,0.47402100423630533,5.679749281724185
cup-catch,39,1.4866274462615545,1.6629257474587975,0.4669989991305641,0.4320749729573964,-0.9984518050815296
cup-catch,40,1.0866780052926313,1.6539426075834818,0.48114633891185676,0.5760623767913873,-0.6353948876565454
cup-catch,41,1.578463720002468,0.4483403986083765,0.14966679760381427,0.1748883784775987,8.108942861737553
cup-catch,42,1.0775391012456226,1.4543742827136936,0.44283492095937443,0.45540715491563705,-3.08835418470062
cup-catch,43,1.22599348036698,1.9168783246501588,0.5172932064831133,0.5360770149085521,-0.6280840672287269
cup-catch,44,1.2145176757729472,1.7717000376694567,0.44574051121403874,0.481582123245331,-0.025819164618830825
cup-catch,45,1.4604877134190934,1.0025029174073523,0.31635017514246405,0.34593594495816626,0.33718406660981515
cup-catch,46,1.0305693225548536,1.2948590568691813,0.3758446005928716,0.37974455315177885,1.6192088094652348
cup-catch,47,1.0590206628343026,1.399598295455347,0.43485905264571345,0.46845634364732386,1.3302329066797753
finger-spin,0,29.576326088055207,0.10869867982645341,0.04771658161394026,0.0628665143838147,13.385828634777898
finger-spin,1,3.239476481620659,0.1101556209876987,0.04749750237630141,0.06210045256409687,12.827280561477192
finger-spin,2,17.500516028981558,0.10752806856240076,0.04411406643972247,0.06996750660571656,15.69536417643501
finger-spin,3,20.09436566550687,0.10998228828765484,0.04683322223018499,0.06061041686667487,16.671780263393472
finger-spin,4,19.983725539675678,0.11303588576263,0.04751287724596485,0.06946608691397081,15.996779228385627
finger-spin,5,26.582013238840336,0.11033721952952677,0.04543137475740498,0.06641614467950555,12.248043683914492
finger-spin,6,18.31846709406492,0.10892366379179277,0.04521307710608594,0.05290781645323802,14.866441139840958
finger-spin,7,27.190417112138203,0.11649360486318393,0.05046960309856834,0.07487667912972232,11.953571682765048
finger-spin,8,17.154140082402296,0.11140437705820282,0.04619180664362692,0.06111033471363632,15.480305040766169
finger-spin,9,23.057190961662133,0.11062109017306926,0.04776957545790629,0.0734348270067952,11.52904082315424
finger-spin,10,1.2164070448180142,0.11422230316754313,0.04939189696591666,0.06428171646758814,14.097914995795016
finger-spin,11,14.939264856508736,0.11396408130643404,0.049571131374294655,0.06800327779958011,15.781800946830256
finger-spin,12,13.895071933101946,0.10874297284608568,0.04561344037165799,0.06499965612846227,17.776950170370977
finger-spin,13,15.451259238893815,0.11034753447484452,0.04893424262823414,0.05647559802999349,13.98583116525517
finger-spin,14,14.664325874928284,0.10870507440670626,0.04492402414424999,0.06483503362771703,14.66605453865865
finger-spin,15,1.0083534361597462,0.11123854120428707,0.0459643864943373,0.06696164747878197,14.693902864408951
finger-spin,16,19.652351827690413,0.11603378820543857,0.049205901350362354,0.07173297249569867,10.359065818495278
finger-spin,17,20.714122298983092,0.1098027911350102,0.04807539733864919,0.062124359415336526,15.391817546737645
finger-spin,18,1.3063990834085117,0.11515437226558464,0.04790488057815324,0.07294281133730726,13.743569304987869
finger-spin,19,20.960962169772998,0.1139665490978312,0.04726681655087182,0.06626520392630379,14.837704380111607
finger-spin,20,1.2363069306410412,0.11141655079046724,0.0485864334600822,0.06490890380440853,13.161451167409812
finger-spin,21,22.181423425377343,0.11083309150207783,0.04824670369077851,0.07108935211633034,15.596149860192671
finger-spin,22,6.1358997967309135,0.10781694496063872,0.04417823941062559,0.06358137562993157,14.179873719721986
finger-spin,23,16.86394628090146,0.11006504494862206,0.048463146697255766,0.07237287113129547,12.928533659477342
finger-spin,24,8.381397707606784,0.11018721288275651,0.046233199069217516,0.084500496112635,13.587635862524092
finger-spin,25,21.99172567147307,0.10999812688832816,0.04527475198055111,0.06483327271603972,17.749390236714405
finger-spin,26,24.05061190358181,0.11106521516762835,0.04757865779937587,0.06046507162752013,14.999717125903395
finger-spin,27,35.13662779865447,0.11059857511655478,0.04710477455988928,0.06674818048120161,14.969306251216409
finger-spin,28,1.3307504958044025,0.11022475478062782,0.04713061806566202,0.05998057449510035,17.379727912075
finger-spin,29,1.4798606659076254,0.11029266413571831,0.04745426383700557,0.057617605466037475,15.60254546876152
finger-spin,30,1.0987986534159933,0.10883159835089341,0.04729550174163271,0.06918765600433034,15.507457089726081
finger-spin,31,14.001451508478427,0.11130485412424933,0.044425726123114004,0.07039297129899058,15.576837571239526
finger-spin,32,25.665121628292333,0.11617798246781415,0.04970733975306485,0.07289961033943171,13.900690827849594
finger-spin,33,1.2322908502476797,0.10986580079612517,0.04728350790640667,0.06952710270463719,12.56013548524972
finger-spin,34,15.044536072319596,0.11118473559696304,0.04641916650976571,0.0641393793671329,13.687631093116664
finger-spin,35,21.293123614536114,0.10930156285034237,0.046147610085656016,0.05751818630587152,13.427630189258398
finger-spin,36,21.692306420112804,0.11201989838203344,0.04434716995068729,0.06461021864297439,13.091798826844233
finger-spin,37,5.3383521364979645,0.11017875575787883,0.0468684600334115,0.06325602944719082,17.05423326441499
finger-spin,38,28.3926099265489,0.10729158708846691,0.048604105149988655,0.062479309668061735,13.904641322053617
finger-spin,39,14.05769668789909,0.10927934039781242,0.04680765664656168,0.08120816643297933,11.882287429314772
finger-spin,40,1.425142620541525,0.11068423342775834,0.04691096616993249,0.06485921917352597,16.364121964563164
finger-spin,41,27.321370165972656,0.11317230952632097,0.04600520897580347,0.06452921830631478,14.651153156163282
finger-spin,42,19.93624654919387,0.11153945403815956,0.05037164099092525,0.06572755431324348,9.70967890264059
finger-spin,43,22.120485951213727,0.11347343875276555,0.04978252049338501,0.06039385449532306,11.13653438627427
finger-spin,44,21.916232807300723,0.11269751090581803,0.047776709064202755,0.07088191685765949,9.842841444231109
finger-spin,45,22.049012829042155,0.1070205668894101,0.04542442279144054,0.06053864920390344,15.450663806814987
finger-spin,46,1.0,0.10803067391184364,0.044907856894523854,0.059467406643700496,13.016466784176401
finger-spin,47,2.206618323201054,0.10865415802186196,0.04637664964019304,0.06923392032545338,11.992256601719085
finger-turn-easy,0,5.136191030478508,0.5576853652821462,0.19542019224044016,0.2519537049107338,7.60557988807329
finger-turn-easy,1,3.420635009930479,0.5008004265473721,0.19035897277509378,0.2555706371551371,8.351507559650113
finger-turn-easy,2,6.103889877027775,0.4331123758612939,0.1560999938440659,0.1771364670378361,7.909937128103607
finger-turn-easy,3,3.4870315021213325,3.160709118776247,0.970210052903979,1.035284919996456,-6.127538681411018
finger-turn-easy,4,2.0682198382147816,0.4175457916119414,0.16068439018794287,0.21339021872329567,12.45733470335243
finger-turn-easy,5,1.0,1.3010924443120477,0.4135799491913241,0.45485357195135107,-0.5670669110968092
finger-turn-easy,6,15.370041429758727,0.5069117786998879,0.20017084571028607,0.24007331538864388,8.150365154014118
finger-turn-easy,7,1.0,0.38418340115372956,0.15018133529386876,0.17682974356864287,9.443083442897837
finger-turn-easy,8,8.64843618220161,0.4893694902216942,0.18376063611638332,0.22091805643879275,9.289970490515664
finger-turn-easy,9,3.6528217759807258,1.735825789770189,0.5724856843251822,0.6656451920263331,2.1782699045352203
finger-turn-easy,10,11.340285770301943,0.4601447869206756,0.1742448087973139,0.21021336823043796,10.976334683299612
finger-turn-easy,11,8.757322044273458,0.47936534337757164,0.17780399605632174,0.2106750385027965,2.4846004248308873
finger-turn-easy,12,4.565320131027306,0.4561074529316149,0.1744771812654618,0.24349035932040633,6.006561082391713
finger-turn-easy,13,4.9979938819591085,0.5508325210913843,0.20102903360261754,0.2497250715506324,3.9155805372650647
finger-turn-easy,14,4.034640513493818,1.0045920900133272,0.329181136968168,0.36839355728986295,4.712003483038963
finger-turn-easy,15,3.2140342770976638,0.49398379905633677,0.18017741114176627,0.21011340184080657,4.266037711102694
finger-turn-easy,16,3.099197543569775,0.5004970339839514,0.1764042927221631,0.1961149741670049,3.0392161340901325
finger-turn-easy,17,7.717051384258588,0.32339574890523526,0.12254025715813067,0.15803734652712867,5.690123982602053
finger-turn-easy,18,18.19890128492066,0.4166105493045981,0.1521764386823745,0.19111394134011306,7.3265930720423
finger-turn-easy,19,8.398223968674868,0.4095030751289345,0.15757705317958326,0.19924746955898456,6.9001317313841035
finger-turn-easy,20,14.629448840300842,0.4168284567884873,0.1522180183600389,0.16976332207042702,3.1843258904959413
finger-turn-easy,21,2.0739039764810916,0.5247590244202245,0.2058536359618829,0.2300861687992414,7.655970476696044
finger-turn-easy,22,5.042193884205911,1.4977031186980547,0.47179983679885434,0.5132774522892728,-1.8111483290795114
finger-turn-easy,23,5.270661605272545,0.4667643057574754,0.16125724006937892,0.20001386450790765,1.3940505773284784
finger-turn-easy,24,9.441334480730841,0.44418135315824564,0.159588411644657,0.18632931774239106,7.020417856354477
finger-turn-easy,25,6.003422319061981,0.9056423620623018,0.29958063331130796,0.34365998781459417,4.591924275723748
finger-turn-easy,26,4.434699233789621,0.4261827408655197,0.16335586867488833,0.18516134149725758,7.8552071770851875
finger-turn-easy,27,1.379440399597183,0.5071866950658177,0.18948459811094634,0.24917829825500645,6.214342950360514
finger-turn-easy,28,1.8215726805042827,0.39035007371145686,0.14660266612248027,0.1659999014834944,5.5767437960029795
finger-turn-easy,29,12.32748667871457,0.4915908521717579,0.19719283739814963,0.25233161137714666,8.368524930484547
finger-turn-easy,30,3.6077046048756776,0.47979990599635663,0.18780191471497332,0.2398874094142885,10.69636532224617
finger-turn-easy,31,5.652460045697398,1.6946130168495208,0.50855392667732,0.5299755352454582,-5.56269632588112
finger-turn-easy,32,3.9233086534448285,2.0570927625015107,0.6390199212569424,0.6807444334465937,-2.9883131065817707
finger-turn-easy,33,9.04021939878197,0.417011647586049,0.14863323904734066,0.18043493603229896,5.78965675179532
finger-turn-easy,34,4.074256423590153,0.6896017553054606,0.2254807915783602,0.2587936215907422,5.787198467249112
finger-turn-easy,35,10.694423131566907,0.5009902883923939,0.1750413732912544,0.20376692001923388,8.413644236066531
finger-turn-easy,36,5.445460156327012,3.5519956322123036,1.063753194702444,1.1174825215993665,-5.069761239054763
finger-turn-easy,37,16.511292423445262,0.4414139711771536,0.15719846867140827,0.18393718674289872,6.862854908907643
finger-turn-easy,38,5.265011929675684,0.7008274108647875,0.24902727200145403,0.2961065289337147,6.063041557228949
finger-turn-easy,39,14.574650608170735,0.40233629816734473,0.1444843951404547,0.1891972756384531,8.675252958103023
finger-turn-easy,40,7.510725727802093,0.48123088860069047,0.18563051093589442,0.25123472077232917,6.246710784308121
finger-turn-easy,41,5.672987379774346,0.4175034499201831,0.16041056632258202,0.1978816098378787,2.7988073769335102
finger-turn-easy,42,5.061094056624211,0.4411240915472288,0.16772660643621964,0.2014421067703036,6.382001543844233
finger-turn-easy,43,5.434872266437672,0.4160049696174956,0.15939490303905618,0.1864957913487545,11.522281170852374
finger-turn-easy,44,10.66526344609677,0.4033849739252079,0.16758208545438755,0.2071393028139959,9.577474116599042
finger-turn-easy,45,6.505252770016094,0.3999887380731325,0.14497903671378518,0.1938526294911875,5.233873717829301
finger-turn-easy,46,4.785292743542223,0.39365461716896594,0.1556040001526693,0.18562663858090955,9.752417981395151
finger-turn-easy,47,2.858375776827111,0.45706155250863234,0.16746536671988443,0.20104407844985323,10.444339589653165
finger-turn-hard,0,1.2742467280649776,0.627127337076057,0.22286727890268024,0.28315434886209034,5.96675369021526
finger-turn-hard,1,6.7016784848037485,0.6660698514683573,0.22408506358553262,0.2556817494712163,2.7893090723383835
finger-turn-hard,2,1.2840965775356878,0.657167734148602,0.22783731246139638,0.26924673953322353,6.613900809366058
finger-turn-hard,3,2.030727429885922,0.6324168350934274,0.18952629610962748,0.21430643304379224,6.018260831005367
